,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
113,male,group E,some high school,standard,none,81,76,67
114,female,group E,some high school,free/reduced,none,50,59,54
115,male,group C,high school,standard,none,56,57,51
116,male,group D,bachelor's degree,standard,completed,96,93,99
117,female,group B,master's degree,free/reduced,completed,60,68,76
118,female,group A,associate's degree,standard,completed,61,75,78
119,female,group C,master's degree,standard,none,74,83,76
120,male,group C,high school,standard,completed,62,65,64
121,female,group D,some high school,free/reduced,none,53,65,65
122,male,group C,associate's degree,free/reduced,none,64,69,63
123,female,group E,bachelor's degree,free/reduced,none,92,94,93
124,male,group C,high school,free/reduced,none,63,54,55
125,male,group D,some college,standard,none,63,60,60
126,female,group E,some college,standard,none,83,87,84
127,male,group E,bachelor's degree,standard,none,95,83,77
128,female,group D,master's degree,standard,completed,71,82,78
129,male,group C,associate's degree,standard,none,75,75,63
130,female,group C,associate's degree,standard,none,51,60,52
131,male,group D,some high school,free/reduced,none,58,62,61
132,female,group D,high school,free/reduced,completed,59,71,75
133,male,group D,some college,standard,none,50,61,56
134,female,group D,bachelor's degree,standard,none,78,95,91
135,male,group B,high school,free/reduced,none,52,55,47
136,female,group E,some college,standard,none,70,87,82
137,male,group C,some high school,standard,none,92,84,79
138,male,group C,high school,free/reduced,none,80,72,70
139,male,group C,master's degree,standard,none,82,76,76
140,female,group D,bachelor's degree,standard,completed,77,90,95
141,female,group D,high school,free/reduced,completed,53,70,67
142,male,group E,high school,standard,none,73,70,62
143,male,group B,associate's degree,free/reduced,completed,52,46,49
144,female,group C,high school,standard,none,76,83,82
145,female,group C,high school,free/reduced,none,53,71,62
146,female,group C,some high school,standard,none,71,70,68
147,male,group C,high school,free/reduced,completed,78,76,74
148,female,group A,some high school,standard,none,70,77,73
149,female,group C,high school,free/reduced,none,56,68,58
150,female,group C,high school,standard,none,61,59,60
151,male,group D,high school,free/reduced,completed,76,68,70
152,male,group D,high school,standard,none,66,65,67
153,male,group D,some high school,standard,none,55,51,54
154,male,group E,some high school,free/reduced,none,81,82,76
155,male,group B,associate's degree,standard,completed,89,91,87
156,female,group C,some college,free/reduced,none,34,43,44
157,female,group E,high school,standard,none,76,77,70
158,male,group D,some high school,free/reduced,none,60,56,58
159,male,group C,some college,free/reduced,completed,63,61,56
160,female,group D,bachelor's degree,free/reduced,none,54,65,66
161,female,group C,some college,standard,completed,88,100,100
162,female,group D,high school,free/reduced,none,78,94,89
163,female,group D,some college,free/reduced,none,43,61,60
164,male,group B,some high school,standard,none,66,65,61
165,female,group C,some high school,standard,completed,41,58,58
166,male,group A,bachelor's degree,free/reduced,none,54,40,40
167,female,group D,associate's degree,standard,none,79,88,85
168,female,group D,bachelor's degree,standard,none,89,100,100
169,male,group B,some high school,standard,none,47,48,41
170,male,group C,some high school,standard,none,75,76,70
171,male,group D,associate's degree,standard,completed,82,67,75
172,male,group C,some high school,free/reduced,none,55,54,50
173,female,group A,some high school,standard,none,81,90,89
174,female,group D,associate's degree,standard,completed,75,79,86
175,female,group E,some high school,free/reduced,none,58,73,67
176,male,group D,high school,standard,none,62,61,64
177,male,group E,bachelor's degree,standard,none,98,85,86
178,female,group E,some college,standard,none,68,73,72
179,male,group B,some college,standard,completed,79,73,79
180,female,group C,high school,free/reduced,none,45,56,54
181,female,group D,some college,free/reduced,none,59,70,73
182,female,group B,bachelor's degree,free/reduced,none,46,55,58
183,male,group B,some college,free/reduced,none,63,64,58
184,female,group B,bachelor's degree,standard,none,79,96,92
185,male,group A,some college,standard,completed,76,80,77
186,female,group B,associate's degree,standard,none,58,68,69
187,male,group D,some college,free/reduced,none,70,66,66
188,male,group B,high school,standard,none,88,88,82
189,male,group C,high school,free/reduced,none,63,67,59
190,male,group C,high school,standard,none,69,67,56
191,female,group B,some college,standard,completed,72,75,83
192,female,group C,high school,standard,none,60,63,59
193,male,group B,some college,standard,completed,86,80,73
194,male,group E,some college,standard,none,65,66,58
195,male,group A,master's degree,free/reduced,none,53,58,59
196,male,group E,some college,standard,completed,78,65,73
197,female,group C,high school,standard,none,51,56,53
198,female,group D,high school,free/reduced,none,44,56,56
199,female,group E,some high school,free/reduced,none,69,70,66
200,male,group E,bachelor's degree,standard,none,79,66,69
201,male,group B,some high school,standard,none,54,59,55
202,female,group C,high school,standard,completed,68,79,84
203,male,group D,bachelor's degree,standard,none,98,88,89
204,male,group C,high school,free/reduced,none,54,55,49
205,male,group C,some high school,standard,completed,68,70,71
206,female,group C,bachelor's degree,standard,completed,61,67,79
207,male,group D,bachelor's degree,standard,none,73,67,69
208,male,group C,some college,standard,none,67,69,66
209,female,group D,associate's degree,free/reduced,none,64,78,76
210,female,group D,high school,standard,none,60,72,71
211,male,group B,associate's degree,free/reduced,none,70,69,68
212,male,group B,high school,free/reduced,none,20,22,18
213,female,group C,bachelor's degree,standard,completed,89,94,93
214,male,group C,some high school,standard,none,82,73,70
215,female,group E,high school,standard,completed,77,82,84
216,male,group D,high school,standard,none,51,55,50
217,male,group C,master's degree,free/reduced,none,65,65,63
218,female,group C,bachelor's degree,standard,completed,84,92,95
219,male,group D,high school,standard,completed,66,74,70
220,male,group E,some college,standard,none,100,93,87
221,male,group C,some high school,standard,none,83,71,65
222,male,group C,bachelor's degree,standard,completed,95,89,89
223,female,group C,associate's degree,standard,none,91,95,100
224,female,group B,some college,standard,completed,60,71,74
225,male,group E,associate's degree,free/reduced,completed,82,74,76
226,male,group D,associate's degree,standard,none,65,71,61
227,male,group D,some college,standard,none,56,62,61
228,male,group C,some college,standard,none,88,75,75
229,male,group D,some college,standard,none,67,59,54
230,male,group D,associate's degree,standard,completed,65,65,63
231,female,group C,high school,standard,none,58,63,58
232,male,group B,high school,free/reduced,none,61,59,54
233,male,group D,some high school,standard,completed,81,82,87
234,female,group E,some college,standard,none,84,89,85
235,male,group C,master's degree,free/reduced,none,61,49,50
236,male,group C,bachelor's degree,free/reduced,completed,69,75,77
237,male,group D,some college,standard,none,94,91,87
238,male,group C,some college,free/reduced,none,54,60,58
239,male,group B,some college,standard,completed,73,67,67
240,male,group A,associate's degree,free/reduced,completed,59,64,67
241,male,group A,master's degree,standard,none,83,85,78
242,male,group D,some high school,standard,completed,74,73,76
243,female,group C,associate's degree,free/reduced,none,57,74,67
244,female,group A,bachelor's degree,standard,none,53,63,61
245,male,group E,high school,standard,none,82,73,73
246,male,group C,high school,standard,none,64,70,60
247,male,group D,high school,standard,none,17,20,19
248,female,group D,associate's degree,free/reduced,completed,57,73,78
249,female,group D,high school,standard,none,70,85,84
250,male,group D,some college,standard,none,69,64,64
251,female,group B,associate's degree,standard,none,67,90,87
252,female,group B,some high school,standard,completed,54,60,63
253,male,group D,associate's degree,free/reduced,none,68,68,68
254,male,group B,some high school,standard,completed,76,76,77
255,female,group E,associate's degree,standard,completed,100,100,100
256,female,group B,associate's degree,free/reduced,completed,56,76,79
257,female,group E,bachelor's degree,standard,none,95,100,100
258,female,group D,some high school,standard,completed,72,75,81
259,female,group C,high school,free/reduced,none,42,56,53
260,female,group C,some high school,free/reduced,none,29,57,44
261,female,group D,some high school,standard,completed,83,100,100
262,male,group E,associate's degree,standard,none,88,74,74
263,male,group D,some college,free/reduced,none,55,58,52
264,male,group D,associate's degree,standard,completed,97,87,93
265,female,group C,some high school,free/reduced,none,34,56,51
266,female,group A,bachelor's degree,free/reduced,completed,52,71,69
267,female,group A,some high school,standard,none,68,84,76
268,male,group E,bachelor's degree,standard,none,54,51,50
269,female,group C,some high school,free/reduced,none,77,76,73
270,male,group B,some high school,free/reduced,none,77,76,70
271,female,group C,some college,standard,none,84,80,87
272,male,group C,high school,free/reduced,completed,48,56,55
273,female,group B,high school,standard,completed,79,92,95
274,male,group D,high school,free/reduced,none,40,36,38
275,female,group D,some college,free/reduced,none,53,73,72
276,female,group C,some college,standard,none,63,71,71
277,male,group C,associate's degree,standard,none,68,64,62
278,female,group E,some high school,free/reduced,completed,75,89,88
279,female,group D,associate's degree,standard,completed,59,81,80
280,female,group B,some college,standard,completed,57,68,69
281,male,group E,some high school,standard,none,74,59,56
282,female,group D,associate's degree,standard,completed,61,63,69
283,female,group A,high school,standard,none,55,64,57
284,female,group C,some high school,free/reduced,none,57,75,67
285,female,group D,associate's degree,standard,completed,71,88,92
286,female,group D,some college,standard,none,68,65,71
287,male,group A,high school,free/reduced,none,63,66,63
